Samples ,Samples (s),Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),Power (mW),Unix Time (ms),Time (s),T [Jedha] Rydberg Table,std,mean,c.v. (%)
281,2810, 5/16/2024, 19:25:52.647,0.28702,906.9832,1.7159E+12,18120,21.25,,,
282,2820, 5/16/2024, 19:26:02.652,0.28703,907.0148,1.7159E+12,18180,21.25,,,
283,2830, 5/16/2024, 19:26:12.662,0.28706,907.1096,1.7159E+12,18240,21.22,,,
284,2840, 5/16/2024, 19:26:22.676,0.28707,907.1412,1.7159E+12,18360,21.25,,,
285,2850, 5/16/2024, 19:26:32.695,0.28707,907.1412,1.7159E+12,18420,21.25,,,
286,2860, 5/16/2024, 19:26:42.714,0.28709,907.2044,1.7159E+12,18480,21.25,,,
287,2870, 5/16/2024, 19:26:52.725,0.28716,907.4256,1.7159E+12,18540,21.25,,,
288,2880, 5/16/2024, 19:27:02.750,0.28716,907.4256,1.7159E+12,18600,21.25,,,
289,2890, 5/16/2024, 19:27:12.757,0.28716,907.4256,1.7159E+12,18660,21.25,,,
290,2900, 5/16/2024, 19:27:22.786,0.28713,907.3308,1.7159E+12,18720,21.31,,,
291,2910, 5/16/2024, 19:27:32.795,0.28716,907.4256,1.7159E+12,18780,21.31,,,
292,2920, 5/16/2024, 19:27:42.805,0.28717,907.4572,1.7159E+12,18840,21.31,,,
293,2930, 5/16/2024, 19:27:52.812,0.28721,907.5836,1.7159E+12,18900,21.31,,,
294,2940, 5/16/2024, 19:28:02.819,0.28722,907.6152,1.7159E+12,18960,21.31,,,
295,2950, 5/16/2024, 19:28:12.827,0.28721,907.5836,1.7159E+12,19020,21.345,,,
296,2960, 5/16/2024, 19:28:22.832,0.28723,907.6468,1.7159E+12,19140,21.38,,,
297,2970, 5/16/2024, 19:28:32.840,0.28716,907.4256,1.7159E+12,19200,21.38,,,
298,2980, 5/16/2024, 19:28:42.851,0.28713,907.3308,1.7159E+12,19260,21.44,,,
299,2990, 5/16/2024, 19:28:52.863,0.2871,907.236,1.7159E+12,19320,21.41,,,
300,3000, 5/16/2024, 19:29:02.875,0.28709,907.2044,1.7159E+12,19380,21.44,,,
301,3010, 5/16/2024, 19:29:12.142,0.28719,907.5204,1.7159E+12,19440,21.44,,,
302,3020, 5/16/2024, 19:29:22.158,0.28718,907.4888,1.7159E+12,19500,21.44,,,
303,3030, 5/16/2024, 19:29:32.161,0.28714,907.3624,1.7159E+12,19560,21.44,,,
304,3040, 5/16/2024, 19:29:42.171,0.2872,907.552,1.7159E+12,19620,21.38,,,
305,3050, 5/16/2024, 19:29:52.185,0.28716,907.4256,1.7159E+12,19680,21.38,,,
306,3060, 5/16/2024, 19:30:02.190,0.28717,907.4572,1.7159E+12,19740,21.38,,,
307,3070, 5/16/2024, 19:30:12.203,0.28716,907.4256,1.7159E+12,19800,21.38,,,
308,3080, 5/16/2024, 19:30:22.214,0.28717,907.4572,1.7159E+12,19860,21.31,,,
309,3090, 5/16/2024, 19:30:32.222,0.28719,907.5204,1.7159E+12,19920,21.31,,,
310,3100, 5/16/2024, 19:30:42.229,0.28723,907.6468,1.7159E+12,19980,21.25,,,
311,3110, 5/16/2024, 19:30:52.240,0.28714,907.3624,1.7159E+12,20040,21.25,,,
312,3120, 5/16/2024, 19:31:02.248,0.28716,907.4256,1.7159E+12,20100,21.25,,,
313,3130, 5/16/2024, 19:31:12.256,0.2872,907.552,1.7159E+12,20160,21.25,,,
314,3140, 5/16/2024, 19:31:22.267,0.28722,907.6152,1.7159E+12,20220,21.25,,,
315,3150, 5/16/2024, 19:31:32.274,0.28722,907.6152,1.7159E+12,20280,21.19,,,
316,3160, 5/16/2024, 19:31:42.283,0.28724,907.6784,1.7159E+12,20340,21.22,,,
317,3170, 5/16/2024, 19:31:52.291,0.28723,907.6468,1.7159E+12,20400,21.22,,,
318,3180, 5/16/2024, 19:32:02.302,0.28723,907.6468,1.7159E+12,20460,21.19,,,
319,3190, 5/16/2024, 19:32:12.312,0.28722,907.6152,1.7159E+12,20580,21.31,,,
320,3200, 5/16/2024, 19:32:22.322,0.28717,907.4572,1.7159E+12,20640,21.25,,,
321,3210, 5/16/2024, 19:32:32.340,0.28717,907.4572,1.7159E+12,20700,21.25,,,
322,3220, 5/16/2024, 19:32:42.349,0.28722,907.6152,1.7159E+12,20760,21.25,,,
323,3230, 5/16/2024, 19:32:52.357,0.28715,907.394,1.7159E+12,20820,21.25,,,
324,3240, 5/16/2024, 19:33:02.371,0.28713,907.3308,1.7159E+12,20880,21.31,,,
325,3250, 5/16/2024, 19:33:12.377,0.28714,907.3624,1.7159E+12,20940,21.31,,,
326,3260, 5/16/2024, 19:33:22.388,0.28719,907.5204,1.7159E+12,21000,21.31,,,
327,3270, 5/16/2024, 19:33:32.398,0.2872,907.552,1.7159E+12,21060,21.31,,,
328,3280, 5/16/2024, 19:33:42.404,0.28722,907.6152,1.7159E+12,21120,21.31,,,
329,3290, 5/16/2024, 19:33:52.415,0.28724,907.6784,1.7159E+12,21180,21.38,,,
330,3300, 5/16/2024, 19:34:02.422,0.28725,907.71,1.7159E+12,21240,21.38,,,
331,3310, 5/16/2024, 19:34:12.431,0.2872,907.552,1.7159E+12,21300,21.38,,,
332,3320, 5/16/2024, 19:34:22.437,0.28717,907.4572,1.7159E+12,21360,21.38,,,
333,3330, 5/16/2024, 19:34:32.443,0.28721,907.5836,1.7159E+12,21420,21.41,,,
334,3340, 5/16/2024, 19:34:42.449,0.28719,907.5204,1.7159E+12,21480,21.44,,,
335,3350, 5/16/2024, 19:34:52.457,0.28718,907.4888,1.7159E+12,21540,21.44,,,
336,3360, 5/16/2024, 19:35:02.466,0.28715,907.394,1.7159E+12,21600,21.44,,,
337,3370, 5/16/2024, 19:35:12.476,0.28714,907.3624,1.7159E+12,21660,21.44,,,
338,3380, 5/16/2024, 19:35:22.484,0.28716,907.4256,1.7159E+12,21720,21.44,,,
339,3390, 5/16/2024, 19:35:32.495,0.28714,907.3624,1.7159E+12,21780,21.44,,,
340,3400, 5/16/2024, 19:35:42.506,0.28714,907.3624,1.7159E+12,21840,21.345,,,
341,3410, 5/16/2024, 19:35:52.516,0.28716,907.4256,1.7159E+12,21900,21.38,,,
342,3420, 5/16/2024, 19:36:02.527,0.28717,907.4572,1.7159E+12,21960,21.31,,,
343,3430, 5/16/2024, 19:36:12.533,0.28718,907.4888,1.7159E+12,22020,21.31,,,
344,3440, 5/16/2024, 19:36:22.539,0.28718,907.4888,1.7159E+12,22080,21.25,,,
345,3450, 5/16/2024, 19:36:32.548,0.28721,907.5836,1.7159E+12,22140,21.31,,,
346,3460, 5/16/2024, 19:36:42.556,0.28722,907.6152,1.7159E+12,22200,21.25,,,
347,3470, 5/16/2024, 19:36:52.560,0.28722,907.6152,1.7159E+12,22260,21.25,,,
348,3480, 5/16/2024, 19:37:02.566,0.2872,907.552,1.7159E+12,22320,21.25,,,
349,3490, 5/16/2024, 19:37:12.572,0.28716,907.4256,1.7159E+12,22380,21.19,,,
350,3500, 5/16/2024, 19:37:22.581,0.28717,907.4572,1.7159E+12,22440,21.19,,,
351,3510, 5/16/2024, 19:37:32.585,0.2871,907.236,1.7159E+12,22500,21.19,,,
352,3520, 5/16/2024, 19:37:42.594,0.28707,907.1412,1.7159E+12,22560,21.22,,,
353,3530, 5/16/2024, 19:37:52.620,0.28711,907.2676,1.7159E+12,22620,21.19,,,
354,3540, 5/16/2024, 19:38:02.629,0.2871,907.236,1.7159E+12,22680,21.19,,,
355,3550, 5/16/2024, 19:38:12.639,0.28711,907.2676,1.7159E+12,22740,21.19,,,
356,3560, 5/16/2024, 19:38:22.652,0.28715,907.394,1.7159E+12,22800,21.19,,,
357,3570, 5/16/2024, 19:38:32.661,0.28713,907.3308,1.7159E+12,22860,21.19,,,
358,3580, 5/16/2024, 19:38:42.668,0.28709,907.2044,1.7159E+12,22920,21.19,,,
359,3590, 5/16/2024, 19:38:52.680,0.28709,907.2044,1.7159E+12,22980,21.22,,,
360,3600, 5/16/2024, 19:39:02.691,0.28703,907.0148,1.7159E+12,23040,21.25,,,
361,3610, 5/16/2024, 19:39:12.696,0.28703,907.0148,1.7159E+12,23100,21.25,,,
362,3620, 5/16/2024, 19:39:22.709,0.28705,907.078,1.7159E+12,23160,21.25,,,
363,3630, 5/16/2024, 19:39:32.716,0.2871,907.236,1.7159E+12,23220,21.25,,,
364,3640, 5/16/2024, 19:39:42.724,0.28714,907.3624,1.7159E+12,23280,21.28,,,
365,3650, 5/16/2024, 19:39:52.737,0.28711,907.2676,1.7159E+12,23340,21.31,,,
366,3660, 5/16/2024, 19:40:02.744,0.28707,907.1412,1.7159E+12,23400,21.31,,,
367,3670, 5/16/2024, 19:40:12.747,0.28709,907.2044,1.7159E+12,23460,21.38,,,
368,3680, 5/16/2024, 19:40:22.755,0.28715,907.394,1.7159E+12,23520,21.38,,,
369,3690, 5/16/2024, 19:40:32.763,0.28713,907.3308,1.7159E+12,23580,21.38,,,
370,3700, 5/16/2024, 19:40:42.768,0.28708,907.1728,1.7159E+12,23640,21.38,,,
371,3710, 5/16/2024, 19:40:52.779,0.28707,907.1412,1.7159E+12,23700,21.345,,,
372,3720, 5/16/2024, 19:41:02.787,0.28709,907.2044,1.7159E+12,23760,21.38,,,
373,3730, 5/16/2024, 19:41:12.797,0.28715,907.394,1.7159E+12,23820,21.38,,,
374,3740, 5/16/2024, 19:41:22.806,0.28718,907.4888,1.7159E+12,23880,21.44,,,
375,3750, 5/16/2024, 19:41:32.807,0.28716,907.4256,1.7159E+12,23940,21.44,,,
376,3760, 5/16/2024, 19:41:42.816,0.28713,907.3308,1.7159E+12,24000,21.38,,,
377,3770, 5/16/2024, 19:41:52.823,0.28715,907.394,1.7159E+12,24060,21.38,,,
378,3780, 5/16/2024, 19:42:02.836,0.28715,907.394,1.7159E+12,24120,21.38,,,
379,3790, 5/16/2024, 19:42:12.842,0.28715,907.394,1.7159E+12,24180,21.31,,,
380,3800, 5/16/2024, 19:42:22.855,0.28717,907.4572,1.7159E+12,24240,21.31,,,
381,3810, 5/16/2024, 19:42:32.883,0.2872,907.552,1.7159E+12,24300,21.31,,,
382,3820, 5/16/2024, 19:42:42.146,0.28719,907.5204,1.7159E+12,24360,21.31,,,
383,3830, 5/16/2024, 19:42:52.163,0.28719,907.5204,1.7159E+12,24420,21.25,,,
384,3840, 5/16/2024, 19:43:02.175,0.28719,907.5204,1.7159E+12,24480,21.25,,,
385,3850, 5/16/2024, 19:43:12.183,0.28721,907.5836,1.7159E+12,24600,21.19,,,
386,3860, 5/16/2024, 19:43:22.191,0.28713,907.3308,1.7159E+12,24660,21.19,,,
387,3870, 5/16/2024, 19:43:32.201,0.28715,907.394,1.7159E+12,24720,21.19,,,
388,3880, 5/16/2024, 19:43:42.208,0.2871,907.236,1.7159E+12,24780,21.19,,,
389,3890, 5/16/2024, 19:43:52.215,0.28707,907.1412,1.7159E+12,24840,21.19,,,
390,3900, 5/16/2024, 19:44:02.223,0.28707,907.1412,1.7159E+12,24900,21.13,,,
391,3910, 5/16/2024, 19:44:12.232,0.28707,907.1412,1.7159E+12,24960,21.19,,,
392,3920, 5/16/2024, 19:44:22.239,0.28709,907.2044,1.7159E+12,25020,21.19,,,
393,3930, 5/16/2024, 19:44:32.245,0.28713,907.3308,1.7159E+12,25080,21.13,,,
394,3940, 5/16/2024, 19:44:42.257,0.2871,907.236,1.7159E+12,25140,21.13,,,
395,3950, 5/16/2024, 19:44:52.265,0.28714,907.3624,1.7159E+12,25200,21.13,,,
396,3960, 5/16/2024, 19:45:02.282,0.28709,907.2044,1.7159E+12,25260,21.19,,,
397,3970, 5/16/2024, 19:45:12.287,0.28713,907.3308,1.7159E+12,25320,21.19,,,
398,3980, 5/16/2024, 19:45:22.295,0.28714,907.3624,1.7159E+12,25380,21.19,,,
399,3990, 5/16/2024, 19:45:32.306,0.28709,907.2044,1.7159E+12,25440,21.19,,,
400,4000, 5/16/2024, 19:45:42.313,0.2871,907.236,1.7159E+12,25500,21.19,,,
401,4010, 5/16/2024, 19:45:52.313,0.28711,907.2676,1.7159E+12,25620,21.25,,,
402,4020, 5/16/2024, 19:46:02.331,0.28715,907.394,1.7159E+12,25680,21.25,,,
403,4030, 5/16/2024, 19:46:12.341,0.28715,907.394,1.7159E+12,25740,21.25,,,
404,4040, 5/16/2024, 19:46:22.359,0.28707,907.1412,1.7159E+12,25800,21.28,,,
405,4050, 5/16/2024, 19:46:32.369,0.28707,907.1412,1.7159E+12,25860,21.31,,,
406,4060, 5/16/2024, 19:46:42.380,0.28708,907.1728,1.7159E+12,25920,21.31,,,
407,4070, 5/16/2024, 19:46:52.404,0.28709,907.2044,1.7159E+12,25980,21.31,,,
408,4080, 5/16/2024, 19:47:02.416,0.28713,907.3308,1.7159E+12,26040,21.31,,,
409,4090, 5/16/2024, 19:47:12.436,0.28717,907.4572,1.7159E+12,26100,21.38,,,
410,4100, 5/16/2024, 19:47:22.449,0.28713,907.3308,1.7159E+12,26160,21.38,,,
411,4110, 5/16/2024, 19:47:32.469,0.28712,907.2992,1.7159E+12,26220,21.38,,,
412,4120, 5/16/2024, 19:47:42.491,0.28712,907.2992,1.7159E+12,26280,21.44,,,
413,4130, 5/16/2024, 19:47:52.496,0.28718,907.4888,1.7159E+12,26340,21.38,,,
414,4140, 5/16/2024, 19:48:02.507,0.28719,907.5204,1.7159E+12,26400,21.44,,,
415,4150, 5/16/2024, 19:48:12.526,0.28715,907.394,1.7159E+12,26460,21.41,,,
416,4160, 5/16/2024, 19:48:22.547,0.2871,907.236,1.7159E+12,26520,21.38,,,
417,4170, 5/16/2024, 19:48:32.549,0.28709,907.2044,1.7159E+12,26580,21.38,,,
418,4180, 5/16/2024, 19:48:42.576,0.28703,907.0148,1.7159E+12,26700,21.38,,,
419,4190, 5/16/2024, 19:48:52.584,0.28711,907.2676,1.7159E+12,26760,21.38,,,
420,4200, 5/16/2024, 19:49:02.590,0.28714,907.3624,1.7159E+12,26820,21.345,,,
421,4210, 5/16/2024, 19:49:12.611,0.28713,907.3308,1.7159E+12,26880,21.31,,,
422,4220, 5/16/2024, 19:49:22.636,0.28709,907.2044,1.7159E+12,26940,21.31,,,
423,4230, 5/16/2024, 19:49:32.665,0.28705,907.078,1.7159E+12,27000,21.25,,,
424,4240, 5/16/2024, 19:49:42.691,0.28703,907.0148,1.7159E+12,27060,21.25,,,
425,4250, 5/16/2024, 19:49:52.713,0.28709,907.2044,1.7159E+12,27120,21.25,,,
426,4260, 5/16/2024, 19:50:02.733,0.28709,907.2044,1.7159E+12,27180,21.25,,,
427,4270, 5/16/2024, 19:50:12.760,0.28711,907.2676,1.7159E+12,27240,21.19,,,
428,4280, 5/16/2024, 19:50:22.782,0.28719,907.5204,1.7159E+12,27300,21.25,,,
429,4290, 5/16/2024, 19:50:32.797,0.28713,907.3308,1.7159E+12,27360,21.22,,,
430,4300, 5/16/2024, 19:50:42.824,0.28714,907.3624,1.7159E+12,27420,21.25,,,
431,4310, 5/16/2024, 19:50:52.851,0.28716,907.4256,1.71591E+12,27540,21.25,,,
432,4320, 5/16/2024, 19:51:02.868,0.28716,907.4256,1.71591E+12,27600,21.25,,,
433,4330, 5/16/2024, 19:51:12.885,0.28711,907.2676,1.71591E+12,27660,21.25,,,
434,4340, 5/16/2024, 19:51:22.155,0.28705,907.078,1.71591E+12,27720,21.25,,,
435,4350, 5/16/2024, 19:51:32.179,0.28702,906.9832,1.71591E+12,27780,21.25,,,
436,4360, 5/16/2024, 19:51:42.200,0.28706,907.1096,1.71591E+12,27840,21.31,,,
437,4370, 5/16/2024, 19:51:52.221,0.28704,907.0464,1.71591E+12,27900,21.28,,,
438,4380, 5/16/2024, 19:52:02.240,0.28704,907.0464,1.71591E+12,27960,21.31,,,
439,4390, 5/16/2024, 19:52:12.265,0.28709,907.2044,1.71591E+12,28020,21.31,,,
440,4400, 5/16/2024, 19:52:22.287,0.2871,907.236,1.71591E+12,28140,21.31,,,
441,4410, 5/16/2024, 19:52:32.311,0.28712,907.2992,1.71591E+12,28200,21.38,,,
442,4420, 5/16/2024, 19:52:42.332,0.28717,907.4572,1.71591E+12,28260,21.38,,,
443,4430, 5/16/2024, 19:52:52.343,0.28712,907.2992,1.71591E+12,28320,21.38,,,
444,4440, 5/16/2024, 19:53:02.354,0.28713,907.3308,1.71591E+12,28380,21.41,,,
445,4450, 5/16/2024, 19:53:12.361,0.28718,907.4888,1.71591E+12,28440,21.44,,,
446,4460, 5/16/2024, 19:53:22.375,0.28714,907.3624,1.71591E+12,28500,21.44,,,
447,4470, 5/16/2024, 19:53:32.395,0.28715,907.394,1.71591E+12,28560,21.44,,,
448,4480, 5/16/2024, 19:53:42.409,0.28715,907.394,1.71591E+12,28620,21.5,,,
449,4490, 5/16/2024, 19:53:52.426,0.28712,907.2992,1.71591E+12,28680,21.5,,,
450,4500, 5/16/2024, 19:54:02.447,0.28717,907.4572,1.71591E+12,28740,21.5,,,
451,4510, 5/16/2024, 19:54:12.473,0.28716,907.4256,1.71591E+12,28800,21.5,,,
452,4520, 5/16/2024, 19:54:22.499,0.28712,907.2992,1.71591E+12,28860,21.44,,,
453,4530, 5/16/2024, 19:54:32.519,0.28711,907.2676,1.71591E+12,28920,21.44,,,
454,4540, 5/16/2024, 19:54:42.543,0.28709,907.2044,1.71591E+12,28980,21.44,,,
455,4550, 5/16/2024, 19:54:52.570,0.28715,907.394,1.71591E+12,29040,21.44,,,
456,4560, 5/16/2024, 19:55:02.585,0.28717,907.4572,1.71591E+12,29100,21.44,,,
457,4570, 5/16/2024, 19:55:12.611,0.28716,907.4256,1.71591E+12,29160,21.38,,,
458,4580, 5/16/2024, 19:55:22.619,0.28713,907.3308,1.71591E+12,29220,21.38,,,
459,4590, 5/16/2024, 19:55:32.630,0.28715,907.394,1.71591E+12,29280,21.31,,,
460,4600, 5/16/2024, 19:55:42.636,0.2872,907.552,1.71591E+12,29340,21.31,,,
461,4610, 5/16/2024, 19:55:52.644,0.28718,907.4888,1.71591E+12,29400,21.31,,,
462,4620, 5/16/2024, 19:56:02.663,0.28714,907.3624,1.71591E+12,29460,21.25,,,
463,4630, 5/16/2024, 19:56:12.689,0.28715,907.394,1.71591E+12,29520,21.25,,,
464,4640, 5/16/2024, 19:56:22.715,0.28718,907.4888,1.71591E+12,29640,21.25,,,
465,4650, 5/16/2024, 19:56:32.731,0.28717,907.4572,1.71591E+12,29700,21.25,,,
466,4660, 5/16/2024, 19:56:42.760,0.28724,907.6784,1.71591E+12,29760,21.25,,,
467,4670, 5/16/2024, 19:56:52.791,0.2872,907.552,1.71591E+12,29820,21.22,,,
468,4680, 5/16/2024, 19:57:02.810,0.28716,907.4256,1.71591E+12,29880,21.19,,,
469,4690, 5/16/2024, 19:57:12.823,0.28718,907.4888,1.71591E+12,29940,21.25,,,
470,4700, 5/16/2024, 19:57:22.846,0.28722,907.6152,1.71591E+12,30000,21.25,,,
471,4710, 5/16/2024, 19:57:32.872,0.2872,907.552,1.71591E+12,30060,21.25,,,
472,4720, 5/16/2024, 19:57:42.147,0.28718,907.4888,1.71591E+12,30120,21.25,,,
473,4730, 5/16/2024, 19:57:52.163,0.2872,907.552,1.71591E+12,30180,21.25,,,
474,4740, 5/16/2024, 19:58:02.182,0.28719,907.5204,1.71591E+12,30240,21.25,,,
475,4750, 5/16/2024, 19:58:12.200,0.28725,907.71,1.71591E+12,30300,21.25,,,
476,4760, 5/16/2024, 19:58:22.229,0.28724,907.6784,1.71591E+12,30360,21.31,,,
477,4770, 5/16/2024, 19:58:32.257,0.28721,907.5836,1.71591E+12,30420,21.31,,,
478,4780, 5/16/2024, 19:58:42.277,0.28713,907.3308,1.71591E+12,30480,21.31,,,
479,4790, 5/16/2024, 19:58:52.294,0.28716,907.4256,1.71591E+12,30540,21.31,,,
480,4800, 5/16/2024, 19:59:02.307,0.28714,907.3624,1.71591E+12,30600,21.38,,,
481,4810, 5/16/2024, 19:59:12.328,0.28718,907.4888,1.71591E+12,30660,21.38,,,
482,4820, 5/16/2024, 19:59:22.353,0.28716,907.4256,1.71591E+12,30720,21.38,,,
483,4830, 5/16/2024, 19:59:32.379,0.28709,907.2044,1.71591E+12,30780,21.44,,,
484,4840, 5/16/2024, 19:59:42.400,0.2871,907.236,1.71591E+12,30840,21.44,,,
485,4850, 5/16/2024, 19:59:52.422,0.2871,907.236,1.71591E+12,30900,21.44,,,
486,4860, 5/16/2024, 20:00:02.443,0.28711,907.2676,1.71591E+12,30960,21.44,,,
487,4870, 5/16/2024, 20:00:12.460,0.28717,907.4572,1.71591E+12,31020,21.44,,,
488,4880, 5/16/2024, 20:00:22.490,0.28719,907.5204,1.71591E+12,31080,21.5,,,
489,4890, 5/16/2024, 20:00:32.511,0.28718,907.4888,1.71591E+12,31140,21.5,,,
490,4900, 5/16/2024, 20:00:42.534,0.28719,907.5204,1.71591E+12,31200,21.44,,,
491,4910, 5/16/2024, 20:00:52.563,0.28721,907.5836,1.71591E+12,31260,21.47,,,
492,4920, 5/16/2024, 20:01:02.582,0.28722,907.6152,1.71591E+12,31320,21.47,,,
493,4930, 5/16/2024, 20:01:12.610,0.28726,907.7416,1.71591E+12,31380,21.44,,,
494,4940, 5/16/2024, 20:01:22.639,0.28721,907.5836,1.71591E+12,31440,21.44,,,
495,4950, 5/16/2024, 20:01:32.663,0.28723,907.6468,1.71591E+12,31500,21.38,,,
496,4960, 5/16/2024, 20:01:42.682,0.28725,907.71,1.71591E+12,31560,21.38,,,
497,4970, 5/16/2024, 20:01:52.712,0.28726,907.7416,1.71591E+12,31620,21.345,,,
498,4980, 5/16/2024, 20:02:02.738,0.28725,907.71,1.71591E+12,31680,21.345,,,
499,4990, 5/16/2024, 20:02:12.764,0.28721,907.5836,1.71591E+12,31740,21.31,,,
500,5000, 5/16/2024, 20:02:22.783,0.28722,907.6152,1.71591E+12,31800,21.31,,,
501,5010, 5/16/2024, 20:02:32.794,0.28723,907.6468,1.71591E+12,31860,21.31,,,
502,5020, 5/16/2024, 20:02:42.814,0.28723,907.6468,1.71591E+12,31920,21.31,,,
503,5030, 5/16/2024, 20:02:52.819,0.28722,907.6152,1.71591E+12,31980,21.31,,,
504,5040, 5/16/2024, 20:03:02.843,0.2872,907.552,1.71591E+12,32040,21.31,,,
505,5050, 5/16/2024, 20:03:12.866,0.28723,907.6468,1.71591E+12,32100,21.31,,,
506,5060, 5/16/2024, 20:03:22.887,0.28727,907.7732,1.71591E+12,32160,21.25,,,
507,5070, 5/16/2024, 20:03:32.144,0.28727,907.7732,1.71591E+12,32220,21.31,,,
508,5080, 5/16/2024, 20:03:42.161,0.28726,907.7416,1.71591E+12,32280,21.31,,,
509,5090, 5/16/2024, 20:03:52.187,0.28728,907.8048,1.71591E+12,32340,21.31,,,
510,5100, 5/16/2024, 20:04:02.216,0.28729,907.8364,1.71591E+12,32400,21.31,,,
511,5110, 5/16/2024, 20:04:12.242,0.28729,907.8364,1.71591E+12,32460,21.31,,,
512,5120, 5/16/2024, 20:04:22.259,0.28729,907.8364,1.71591E+12,32520,21.31,,,
513,5130, 5/16/2024, 20:04:32.277,0.28729,907.8364,1.71591E+12,32640,21.38,,,
514,5140, 5/16/2024, 20:04:42.293,0.28724,907.6784,1.71591E+12,32700,21.38,,,
515,5150, 5/16/2024, 20:04:52.316,0.28721,907.5836,1.71591E+12,32760,21.38,,,
516,5160, 5/16/2024, 20:05:02.331,0.28722,907.6152,1.71591E+12,32820,21.41,,,
517,5170, 5/16/2024, 20:05:12.349,0.2872,907.552,1.71591E+12,32880,21.44,,,
518,5180, 5/16/2024, 20:05:22.374,0.28724,907.6784,1.71591E+12,32940,21.38,,,
519,5190, 5/16/2024, 20:05:32.394,0.28725,907.71,1.71591E+12,33000,21.44,,,
520,5200, 5/16/2024, 20:05:42.410,0.28721,907.5836,1.71591E+12,33060,21.5,,,
521,5210, 5/16/2024, 20:05:52.434,0.2872,907.552,1.71591E+12,33120,21.5,,,
522,5220, 5/16/2024, 20:06:02.445,0.28724,907.6784,1.71591E+12,33180,21.5,,,
523,5230, 5/16/2024, 20:06:12.469,0.28725,907.71,1.71591E+12,33240,21.47,,,
524,5240, 5/16/2024, 20:06:22.492,0.28726,907.7416,1.71591E+12,33360,21.5,,,
525,5250, 5/16/2024, 20:06:32.508,0.28726,907.7416,1.71591E+12,33420,21.5,,,
526,5260, 5/16/2024, 20:06:42.534,0.28725,907.71,1.71591E+12,33480,21.5,,,
527,5270, 5/16/2024, 20:06:52.560,0.28731,907.8996,1.71591E+12,33540,21.5,,,
528,5280, 5/16/2024, 20:07:02.584,0.28725,907.71,1.71591E+12,33600,21.44,,,
529,5290, 5/16/2024, 20:07:12.604,0.28723,907.6468,1.71591E+12,33660,21.44,,,
530,5300, 5/16/2024, 20:07:22.626,0.28721,907.5836,1.71591E+12,33720,21.44,,,
531,5310, 5/16/2024, 20:07:32.633,0.28718,907.4888,1.71591E+12,33780,21.44,,,
532,5320, 5/16/2024, 20:07:42.660,0.28718,907.4888,1.71591E+12,33840,21.41,,,
533,5330, 5/16/2024, 20:07:52.689,0.28723,907.6468,1.71591E+12,33900,21.38,,,
534,5340, 5/16/2024, 20:08:02.715,0.28724,907.6784,1.71591E+12,33960,21.38,,,
535,5350, 5/16/2024, 20:08:12.731,0.28722,907.6152,1.71591E+12,34020,21.31,,,
536,5360, 5/16/2024, 20:08:22.760,0.28719,907.5204,1.71591E+12,34080,21.38,,,
537,5370, 5/16/2024, 20:08:32.760,0.28719,907.5204,1.71591E+12,34140,21.31,,,
538,5380, 5/16/2024, 20:08:42.785,0.28712,907.2992,1.71591E+12,34200,21.31,,,
539,5390, 5/16/2024, 20:08:52.813,0.2872,907.552,1.71591E+12,34260,21.31,,,
540,5400, 5/16/2024, 20:09:02.837,0.28725,907.71,1.71591E+12,34320,21.25,,,
541,5410, 5/16/2024, 20:09:12.857,0.28728,907.8048,1.71591E+12,34380,21.31,,,
542,5420, 5/16/2024, 20:09:22.882,0.28728,907.8048,1.71591E+12,34500,21.31,,,
543,5430, 5/16/2024, 20:09:32.148,0.28725,907.71,1.71591E+12,34560,21.31,,,
544,5440, 5/16/2024, 20:09:42.169,0.28725,907.71,1.71591E+12,34620,21.31,,,
545,5450, 5/16/2024, 20:09:52.194,0.28718,907.4888,1.71591E+12,34680,21.31,,,
546,5460, 5/16/2024, 20:10:02.209,0.28717,907.4572,1.71591E+12,34740,21.31,,,
547,5470, 5/16/2024, 20:10:12.232,0.28721,907.5836,1.71591E+12,34800,21.31,,,
548,5480, 5/16/2024, 20:10:22.252,0.28727,907.7732,1.71591E+12,34860,21.31,,,
549,5490, 5/16/2024, 20:10:32.268,0.28723,907.6468,1.71591E+12,34920,21.38,,,
550,5500, 5/16/2024, 20:10:42.285,0.28726,907.7416,1.71591E+12,34980,21.38,,,
551,5510, 5/16/2024, 20:10:52.299,0.28721,907.5836,1.71591E+12,35040,21.38,,,
552,5520, 5/16/2024, 20:11:02.320,0.2872,907.552,1.71591E+12,35100,21.38,,,
553,5530, 5/16/2024, 20:11:12.344,0.28719,907.5204,1.71591E+12,35160,21.44,,,
554,5540, 5/16/2024, 20:11:22.363,0.28723,907.6468,1.71591E+12,35280,21.44,,,
555,5550, 5/16/2024, 20:11:32.386,0.28722,907.6152,1.71591E+12,35340,21.44,,,
556,5560, 5/16/2024, 20:11:42.408,0.28721,907.5836,1.71591E+12,35400,21.5,,,
557,5570, 5/16/2024, 20:11:52.437,0.28723,907.6468,1.71591E+12,35460,21.44,,,
558,5580, 5/16/2024, 20:12:02.461,0.28717,907.4572,1.71591E+12,35520,21.5,,,
559,5590, 5/16/2024, 20:12:12.478,0.28716,907.4256,1.71591E+12,35580,21.5,,,
